dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.8,Analytical vs GT,16.994525909423828,16.998546600341797,1.0753388404846191
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.8,Neural vs GT,17.025821685791016,16.930641174316406,1.0609022378921509
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.8,Neural vs Analytical,34.72111892700195,34.031986236572266,2.1997921466827393
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.9,Analytical vs GT,16.40802001953125,16.49707794189453,1.1349208354949951
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.9,Neural vs GT,16.377349853515625,16.453319549560547,1.1329413652420044
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,0.9,Neural vs Analytical,34.66578674316406,34.61452865600586,1.876818299293518
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,1.0,Analytical vs GT,15.928216934204102,16.3024959564209,1.1066615581512451
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,1.0,Neural vs GT,15.915969848632812,16.254484176635742,1.1007028818130493
CIFAR10,10000,MinimalResNet,convolution_gaussian_1.0,False,True,1.0,Neural vs Analytical,34.50527572631836,34.46670150756836,1.650972843170166
CIFAR10,10000,MinimalResNet,denoising,False,True,0.01,Analytical vs GT,80.0,80.0,3.236878001189325e-06
CIFAR10,10000,MinimalResNet,denoising,False,True,0.01,Neural vs GT,39.11705780029297,38.49212646484375,1.7320072650909424
CIFAR10,10000,MinimalResNet,denoising,False,True,0.01,Neural vs Analytical,39.11705780029297,38.49212646484375,1.7320072650909424
CIFAR10,10000,MinimalResNet,denoising,False,True,0.02,Analytical vs GT,80.0,79.95564270019531,0.3105042278766632
CIFAR10,10000,MinimalResNet,denoising,False,True,0.02,Neural vs GT,35.78874588012695,35.69770431518555,1.3847771883010864
CIFAR10,10000,MinimalResNet,denoising,False,True,0.02,Neural vs Analytical,35.78874588012695,35.69770812988281,1.3847874402999878
